ParkName,State,partySize,BookingType,RateType,Equipment
Mira River,AB ,3,CampsitePermit,Full,Single Tent
Graves Island,BC ,2,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,QC ,4,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,2,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,1,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,2,CampsitePermit,Senior,Less than 20ft
Caribou Munroes,BC ,1,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,1,CampsitePermit,Full,Less than 30ft
Five Islands,NS ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,3,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 40ft
Five Islands,ON ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Less than 40ft
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Mira River,NS ,6,CampsitePermit,Full,Single Tent
Rissers Beach,QC ,2,CampsitePermit,Senior,Less than 20ft
Whycocomagh,AB ,3,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,4,CampsitePermit,Full,Less than 30ft
Five Islands,QC ,3,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
Amherst Shore,NS ,2,CampsitePermit,Senior,Less than 20ft
Graves Island,NS ,1,CampsitePermit,Full,Single Tent
Smileys,NS ,2,CampsitePermit,Senior,Less than 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 40ft
Porters Lake,NB ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,3,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,BC ,2,CampsitePermit,Full,Greater than 40ft
Five Islands,NS ,2,CampsitePermit,Senior,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,2,CampsitePermit,Senior,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Senior,Less than 30ft
Porters Lake,NS ,3,CampsitePermit,Full,Less than 20ft
Mira River,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,NS ,2,CampsitePermit,Full,Less than 30ft
The Islands,NS ,5,CampsitePermit,Full,Tents
Amherst Shore,NS ,2,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Senior,Less than 30ft
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,ON ,2,CampsitePermit,Senior,Single Tent
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,NS ,2,CampsitePermit,Full,Less than 20ft
Graves Island,ON ,3,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
Laurie,NS ,3,CampsitePermit,Full,Single Tent
Battery,QC ,2,CampsitePermit,Senior,Less than 40ft
Laurie,NS ,4,CampsitePermit,Full,Single Tent
Porters Lake,ON ,2,CampsitePermit,Full,Single Tent
Five Islands,QC ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Battery,BC ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,QC ,1,CampsitePermit,Full,Single Tent
Graves Island,ON ,2,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,ON ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Senior,Less than 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Senior,Less than 30ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,5,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NB ,1,CampsitePermit,Senior,Less than 20ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Laurie,NS ,2,CampsitePermit,Senior,Less than 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Five Islands,ON ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Senior,Less than 30ft
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,ON ,3,CampsitePermit,Full,Single Tent
Porters Lake,NS ,3,CampsitePermit,Full,Tents
Battery,NS ,1,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Senior,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Senior,Less than 20ft
Battery,NS ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,5,CampsitePermit,Full,Single Tent
Thomas Raddall,QC ,1,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Valleyview,NS ,2,CampsitePermit,Full,Single Tent
Laurie,QC ,4,CampsitePermit,Full,Less than 30ft
Dollar Lake,NB ,2,CampsitePermit,Full,Single Tent
Laurie,ON ,2,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,ON ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,1,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,ON ,1,CampsitePermit,Senior,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Senior,Less than 30ft
Mira River,NS ,4,CampsitePermit,Full,Less than 40ft
Blomidon,NS ,4,CampsitePermit,Full,Less than 30ft
Whycocomagh,NS ,5,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Less than 40ft
Blomidon,NB ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,2,CampsitePermit,Full,Single Tent
Blomidon,NB ,5,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,Single Tent
Battery,NS ,2,CampsitePermit,Full,Less than 20ft
Porters Lake,QC ,4,CampsitePermit,Full,Less than 30ft
Rissers Beach,NB ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Less than 40ft
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Cape Chignecto,ON ,2,BackcountryPermit,Full,Single Tent
Caribou Munroes,NS ,3,CampsitePermit,Senior,Less than 40ft
Caribou Munroes,NS ,6,CampsitePermit,Full,Tents
Graves Island,ON ,1,CampsitePermit,Full,Single Tent
Laurie,NS ,1,CampsitePermit,Senior,Single Tent
Smileys,NS ,4,CampsitePermit,Full,Less than 30ft
Caribou Munroes,BC ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Battery,QC ,2,CampsitePermit,Senior,Less than 30ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Smileys,NS ,2,CampsitePermit,Senior,Less than 20ft
Laurie,AB ,2,CampsitePermit,Senior,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 20ft
Five Islands,NS ,6,CampsitePermit,Full,Tents
Battery,NB ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,5,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,5,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Battery,PE ,3,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,3,CampsitePermit,Senior,Less than 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Laurie,NS ,3,CampsitePermit,Full,Less than 40ft
Mira River,ON ,2,CampsitePermit,Senior,Less than 30ft
Mira River,NS ,2,CampsitePermit,Full,Less than 30ft
Battery,NS ,1,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 20ft
The Islands,NS ,2,CampsitePermit,Full,Tents
Caribou Munroes,QC ,4,CampsitePermit,Full,Single Tent
Battery,NS ,2,CampsitePermit,Full,Less than 20ft
Five Islands,NB ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,5,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Salsman,NS ,4,CampsitePermit,Full,Tents
Whycocomagh,ON ,3,CampsitePermit,Senior,Tents
Graves Island,NS ,4,CampsitePermit,Senior,Less than 40ft
Graves Island,NS ,3,CampsitePermit,Full,Less than 30ft
Laurie,NS ,2,CampsitePermit,Full,Single Tent
Battery,NS ,5,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,NS ,2,CampsitePermit,Senior,Less than 30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,Single Tent
Smileys,NS ,6,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Cape Chignecto,NS ,1,BackcountryPermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Five Islands,QC ,2,CampsitePermit,Full,Tents
Cape Chignecto,NB ,4,BackcountryPermit,Full,Single Tent
Blomidon,NS ,4,CampsitePermit,Full,Less than 20ft
Blomidon,QC ,2,CampsitePermit,Full,Less than 40ft
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,QC ,2,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,4,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Mira River,QC ,2,CampsitePermit,Senior,Single Tent
Rissers Beach,QC ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,8,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,MB,2,CampsitePermit,Full,Single Tent
Mira River,AB ,2,CampsitePermit,Full,Less than 30ft
Graves Island,QC ,2,CampsitePermit,Full,Less than 20ft
Porters Lake,ON ,3,CampsitePermit,Full,Less than 20ft
Graves Island,AB ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Less than 20ft
Thomas Raddall,QC ,1,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,1,CampsitePermit,Full,Single Tent
Porters Lake,NS ,6,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,6,CampsitePermit,Full,Less than 20ft
Smileys,NB ,2,CampsitePermit,Full,Less than 20ft
Mira River,ON ,2,CampsitePermit,Senior,Single Tent
Blomidon,ON ,1,CampsitePermit,Full,Single Tent
Rissers Beach,ON ,1,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 30ft
Laurie,NS ,2,CampsitePermit,Full,Less than 30ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 40ft
Laurie,NS ,2,CampsitePermit,Full,Less than 40ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Blomidon,ON ,2,CampsitePermit,Senior,Single Tent
Graves Island,QC ,2,CampsitePermit,Full,Less than 20ft
Amherst Shore,QC ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Veteran,Less than 30ft
Thomas Raddall,NS ,3,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Whycocomagh,AB ,1,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,5,CampsitePermit,Full,Less than 30ft
Mira River,ON ,3,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,3,CampsitePermit,Full,Less than 30ft
Five Islands,BC ,2,CampsitePermit,Senior,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,1,CampsitePermit,Full,Single Tent
Five Islands,ON ,2,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Whycocomagh,QC ,4,CampsitePermit,Full,Less than 20ft
Rissers Beach,ON ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,5,CampsitePermit,Full,Single Tent
Cape Chignecto,NB ,2,BackcountryPermit,Full,Single Tent
Ellenwood Lake,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,6,CampsitePermit,Full,Single Tent
Amherst Shore,ON ,1,CampsitePermit,Senior,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,Less than 20ft
Valleyview,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Senior,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Boylston,NS ,2,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,6,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Senior,Tents
Laurie,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,1,CampsitePermit,Full,Single Tent
Five Islands,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,Single Tent
Valleyview,ON ,4,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,6,CampsitePermit,Full,Single Tent
Porters Lake,NS ,3,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,8,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,3,CampsitePermit,Full,Single Tent
Smileys,PE ,2,CampsitePermit,Full,Single Tent
Battery,ON ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,4,CampsitePermit,Full,Less than 30ft
Amherst Shore,NS ,4,CampsitePermit,Full,Tents
Laurie,NS ,2,CampsitePermit,Full,Less than 40ft
Battery,NS ,2,CampsitePermit,Senior,Single Tent
Cape Chignecto,NS ,1,BackcountryPermit,Full,Single Tent
Laurie,NB ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,NB ,2,CampsitePermit,Senior,Single Tent
Blomidon,NS ,3,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Full,Less than 20ft
Amherst Shore,ON ,2,CampsitePermit,Full,Less than 40ft
Graves Island,NS ,4,CampsitePermit,Full,Tents
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Valleyview,NS ,1,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Whycocomagh,QC ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NB ,4,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Battery,NS ,2,CampsitePermit,Senior,Single Tent
Five Islands,NS ,2,CampsitePermit,Full,Less than 20ft
Blomidon,QC ,2,CampsitePermit,Full,Less than 20ft
Mira River,QC ,2,CampsitePermit,Senior,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Laurie,AB ,2,CampsitePermit,Full,Single Tent
The Islands,AB ,2,CampsitePermit,Senior,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Less than 30ft
Battery,QC ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 30ft
Caribou Munroes,NS ,1,CampsitePermit,Full,Tents
Cape Chignecto,NB ,1,BackcountryPermit,Full,Single Tent
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,3,CampsitePermit,Full,Less than 30ft
Graves Island,ON ,1,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,1,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,6,CampsitePermit,Senior,Less than 30ft
Porters Lake,NS ,3,CampsitePermit,Full,Less than 40ft
Porters Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,QC ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Senior,Less than 20ft
Porters Lake,NS ,1,CampsitePermit,Full,Single Tent
Amherst Shore,ON ,2,CampsitePermit,Full,Single Tent
Graves Island,PE ,2,CampsitePermit,Full,Less than 40ft
Smileys,NS ,1,CampsitePermit,Full,Less than 20ft
Graves Island,QC ,2,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,4,CampsitePermit,Veteran,Tents
Dollar Lake,NS ,7,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Less than 40ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Mira River,ON ,3,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Less than 40ft
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 20ft
Mira River,QC ,2,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,Less than 40ft
Whycocomagh,ON ,6,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,Single Tent
Ellenwood Lake,ON ,2,CampsitePermit,Senior,Less than 20ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,QC ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,4,CampsitePermit,Veteran,Less than 20ft
Graves Island,NS ,4,CampsitePermit,Full,Less than 20ft
Laurie,NS ,4,CampsitePermit,Full,Less than 30ft
Five Islands,QC ,2,CampsitePermit,Full,Single Tent
Battery,QC ,1,CampsitePermit,Full,Less than 20ft
Caribou Munroes,BC ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Senior,Less than 20ft
Rissers Beach,NS ,3,CampsitePermit,Full,Tents
Graves Island,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,PE ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Battery,NL ,2,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,4,CampsitePermit,Full,Tents
Thomas Raddall,QC ,3,CampsitePermit,Full,Less than 20ft
Thomas Raddall,NS ,1,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,1,CampsitePermit,Full,Single Tent
Blomidon,BC ,1,CampsitePermit,Senior,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 40ft
Caribou Munroes,NS ,6,CampsitePermit,Full,Tents
Whycocomagh,BC ,1,CampsitePermit,Full,Single Tent
Mira River,QC ,2,CampsitePermit,Full,Single Tent
Valleyview,NS ,2,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,NS ,5,CampsitePermit,Full,Tents
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Less than 30ft
Cape Chignecto,ON ,2,BackcountryPermit,Full,Single Tent
Five Islands,BC ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,1,CampsitePermit,Full,Single Tent
Blomidon,ON ,2,CampsitePermit,Full,Single Tent
Porters Lake,QC ,2,CampsitePermit,Senior,Less than 30ft
Five Islands,AB ,2,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Valleyview,NB ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,4,CampsitePermit,Full,Less than 30ft
Amherst Shore,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,4,CampsitePermit,Full,Single Tent
Blomidon,BC ,2,CampsitePermit,Senior,Less than 20ft
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,4,CampsitePermit,Full,Less than 20ft
Thomas Raddall,NS ,6,CampsitePermit,Senior,Less than 30ft
Laurie,NS ,2,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
Smileys,NS ,3,CampsitePermit,Full,Less than 30ft
Amherst Shore,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 40ft
Ellenwood Lake,NS ,5,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,FULL,Less than 30ft
Amherst Shore,NS ,4,CampsitePermit,Senior,Less than 30ft
Five Islands,NS ,3,CampsitePermit,Full,Single Tent
Blomidon,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Mira River,QC ,2,CampsitePermit,Full,Single Tent
Graves Island,BC ,1,CampsitePermit,Full,Single Tent
Thomas Raddall,ON ,2,CampsitePermit,Full,Less than 30ft
Amherst Shore,QC ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Five Islands,QC ,3,CampsitePermit,Full,Single Tent
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Five Islands,NS ,3,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,2,CampsitePermit,Full,Single Tent
Amherst Shore,NB ,3,CampsitePermit,Full,Tents
Graves Island,NS ,4,CampsitePermit,Veteran,Less than 20ft
Caribou Munroes,NS ,3,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,NS ,5,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,6,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Full,Less than 30ft
Whycocomagh,AB ,2,CampsitePermit,Senior,Less than 30ft
Graves Island,NS ,4,CampsitePermit,Senior,Less than 20ft
